,dm,ji
76780,0.0023848000000000003,8.067679915548183
77280,0.002386,7.955559818572169
77780,0.0023872,7.84423926075138
78280,0.0023884,7.73371781763521
78780,0.0023896,7.623995070457056
79280,0.0023908,7.5150706060213395
79780,0.002392,7.40694401659465
80280,0.0023932000000000003,7.299614899797007
80780,0.0023944,7.193082858492204
81280,0.0023956,7.087347500680096
81780,0.0023968,6.9824084393840735
82280,0.002398,6.8782652925494006
82780,0.0023992,6.774917682933307
83280,0.0024004,6.672365237998179
83780,0.0024016000000000003,6.570607589805093
84280,0.0024028,6.469644374909848
84780,0.002404,6.369475234258431
85280,0.0024052,6.270099813077707
85780,0.0024064,6.171517760781171
86280,0.0024076,6.073728730856459
86780,0.0024088,5.976732380769391
87280,0.00241,5.880528371859924
87780,0.0024112,5.785116369241393
88280,0.0024124000000000003,5.690496041700072
88780,0.0024136,5.596667061596776
89280,0.0024148,5.5036291047674695
89780,0.002416,5.411381850426778
90280,0.0024172,5.319924981068112
90780,0.0024184,5.229258182369932
91280,0.0024196,5.139381143098916
91780,0.0024208,5.0502935550167365
92280,0.002422,4.961995112784052
92780,0.0024232,4.874485513871548
93280,0.0024244,4.787764458461396
93780,0.0024256,4.701831649364209
94280,0.0024268,4.61668679192087
94780,0.002428,4.532329593919371
95280,0.0024292000000000003,4.448759765503155
95780,0.0024304,4.365977019084966
96280,0.0024316,4.28398106925971
96780,0.0024328,4.202771632719248
97280,0.002434,4.122348428167129
97780,0.0024352,4.0427111762365655
98280,0.0024364,3.963859599404543
98780,0.0024376000000000003,3.8857934219157926
99280,0.0024388,3.8085123696957623
99780,0.00244,3.732016170276836
100280,0.0024412,3.6563045527151417
100780,0.0024424,3.581377247515377
101280,0.0024436,3.5072339865542403
101780,0.0024448,3.4338745030069333
102280,0.0024460000000000003,3.3612985312649357
102780,0.0024472,3.289505806874729
103280,0.0024484,3.2184960664544633
103780,0.0024496,3.1482690476295545
104280,0.0024508,3.0788244889628515
104780,0.002452,3.0101621298769885
105280,0.0024532,2.9422817105986496
105780,0.0024544,2.8751829720845876
106280,0.0024556,2.8088656559551737
106780,0.0024568000000000003,2.7433295044341435
107280,0.002458,2.6785742602811524
107780,0.0024592,2.6145996667337954
108280,0.0024604,2.551405467440219
108780,0.0024616,2.4889914064048924
109280,0.0024628,2.4273572279248015
109780,0.002464,2.366502676536385
110280,0.0024652,2.306427496952523
110780,0.0024664,2.2471314340126867
111280,0.0024676,2.1886142326276286
111780,0.0024688,2.1308756377199245
112280,0.00247,2.0739153941800623
112780,0.0024712,2.0177332468092857
113280,0.0024724,1.9623289402717319
113780,0.0024736000000000003,1.9077022190456887
114280,0.0024748,1.8538528273759027
114780,0.002476,1.8007805092242393
115280,0.0024772,1.7484850082290677
115780,0.0024784,1.6969660676553247
116280,0.0024796,1.6462234303544676
116780,0.0024808,1.5962568387231784
117280,0.002482,1.5470660346566376
117780,0.0024832,1.4986507595176874
118280,0.0024844,1.4510107540893387
118780,0.0024856,1.4041457585392436
119280,0.0024868,1.3580555123878355
119780,0.002488,1.3127397544670885
120280,0.0024892,1.2681982228854451
120780,0.0024904000000000003,1.2244306550007593
121280,0.0024916,1.1814367873832055
121780,0.0024928,1.1392163557821107
122280,0.002494,1.0977690951030183
122780,0.0024952,1.0570947393679546
123280,0.0024964,1.0171930217000806
123780,0.0024976,0.9780636742860054
124280,0.0024988,0.9397064283554641
124780,0.0025,0.9021210141543747
125280,0.0025012000000000003,0.8653071609215033
125780,0.0025024,0.8292645968654142
126280,0.0025036,0.7939930491446887
126780,0.0025048,0.7594922438437095
127280,0.002506,0.7257619059564036
127780,0.0025072,0.6928017593636469
128280,0.0025084,0.660611526819082
128780,0.0025096,0.6291909299310419
129280,0.0025108,0.5985396891460653
129780,0.002512,0.5686575237353395
130280,0.0025132,0.5395441517812003
130780,0.0025144,0.5111992901616986
131280,0.0025156,0.4836226545415627
131780,0.0025168,0.4568139593612557
132280,0.0025180000000000003,0.43077291782427096
132780,0.0025192,0.40549924189093645
133280,0.0025204,0.38099264226909213
133780,0.0025216,0.3572528284060468
134280,0.0025228,0.3342795084824104
134780,0.002524,0.31207238941101423
135280,0.0025252,0.2906311768259968
135780,0.0025264,0.26995557508169554
136280,0.0025276,0.2500452872504013
136780,0.0025288,0.23090001512167646
137280,0.00253,0.21251945919752302
137780,0.0025312,0.1949033186951965
138280,0.0025324,0.17805129154899646
138780,0.0025336,0.16196307440370106
139280,0.0025348,0.146638362628579
139780,0.002536,0.13207685031110827
140280,0.0025372,0.11827823026416695
140780,0.0025384,0.10524219403276902
141280,0.0025396,0.09296843189247284
141780,0.0025408,0.08145663286620675
142280,0.002542,0.07070648471810159
142780,0.0025432,0.06071767397210692
143280,0.0025444,0.05148988591435
143780,0.0025456000000000003,0.04302280460396446
144280,0.0025468,0.035316112881616846
144780,0.002548,0.0283694923816995
145280,0.0025492,0.022182623540714985
145780,0.0025504,0.016755185611032175
146280,0.0025516,0.012086856672397062
146780,0.0025528,0.008177313645973072
147280,0.002554,0.0050262323067045145
147780,0.0025552,0.002633287295907394
148280,0.0025564,0.000998152139402464
148780,0.0025576,0.00012049926101553865
149280,0.0025588,0.0
149780,0.00256,0.0006363246223202168
150280,0.0025612,0.002029142349471158
150780,0.0025624000000000003,0.0041781213594731526
151280,0.0025636,0.0070829288198126505
151780,0.0025648,0.010743230897588774
152280,0.002566,0.015158692781767513
152780,0.0025672,0.020328978702536915
153280,0.0025684,0.0262537519499233
153780,0.0025696,0.032932674897693914
154280,0.0025708,0.04036540901824992
154780,0.002572,0.0485516149128955
155280,0.0025732,0.05749095232323498
155780,0.0025744,0.06718308016291985
156280,0.0025756,0.07762765653342285
156780,0.0025768,0.08882433875297124
157280,0.002578,0.10077278337351459
157780,0.0025792,0.11347264621039699
158280,0.0025804,0.1269235823601207
158780,0.0025816,0.14112524623257627
159280,0.0025828,0.15607729156891992
159780,0.002584,0.1717793714701088
160280,0.0025852,0.1882311384215143
160780,0.0025864,0.20543224431796148
161280,0.0025876,0.22338234048729078
161780,0.0025888,0.24208107772403764
162280,0.0025900000000000003,0.2615281063056898
162780,0.0025912,0.28172307602795854
163280,0.0025924,0.3026656362247877
163780,0.0025936,0.32435543579947534
164280,0.0025948,0.3467921232495996
164780,0.002596,0.36997534669521315
165280,0.0025972,0.3939047539061562
165780,0.0025984,0.41857999232794896
166280,0.0025996,0.4440007091131406
166780,0.0026008,0.4701665511424551
167280,0.002602,0.4970771650619099
167780,0.0026032,0.5247321972981354
168280,0.0026044,0.5531312941009219
168780,0.0026056,0.5822741015594204
169280,0.0026068000000000003,0.612160265634202
169780,0.002608,0.6427894321861345
170280,0.0026092,0.6741612470045482
170780,0.0026104,0.7062753558303712
171280,0.0026116,0.7391314043917419
171780,0.0026128,0.772729038425922
172280,0.002614,0.8070679037090827
172780,0.0026152,0.84214764608123
173280,0.0026164,0.8779679114813348
173780,0.0026176,0.9145283459679092
174280,0.0026188,0.9518285957448711
174780,0.00262,0.9898683071957635
175280,0.0026212,1.028647126906435
175780,0.0026224,1.068164701691245
176280,0.0026236,1.1084206786233608
176780,0.0026248,1.1494147050584331
177280,0.002626,1.191146428657646
177780,0.0026272,1.2336154974226474
178280,0.0026284,1.2768215597134258
178780,0.0026296,1.3207642642788926
179280,0.0026308,1.3654432602764928
179780,0.002632,1.4108581973027299
180280,0.0026332,1.4570087254149655
180780,0.0026344,1.5038944951561461
181280,0.0026356,1.5515151575808943
181780,0.0026368,1.5998703642739258
182280,0.002638,1.6489597673781873
182780,0.0026392,1.698783019618503
183280,0.0026404,1.74933977431661
183780,0.0026416,1.8006296854219386
184280,0.0026428,1.852652407529746
184780,0.002644,1.9054075958998737
185280,0.0026452,1.958894906480964
185780,0.0026464,2.0131139959308086
186280,0.0026476,2.068064521631129
186780,0.0026488,2.12374614171398
187280,0.00265,2.1801585150763003
187780,0.0026512000000000003,2.237301301396485
188280,0.0026524,2.295174161156268
188780,0.0026536,2.353776755657293
189280,0.0026548,2.4131087470310035
189780,0.002656,2.4731697982659853
190280,0.0026572,2.5339595732125417
190780,0.0026584,2.5954777366037263
191280,0.0026596,2.6577239540656876
191780,0.0026608,2.720697892136627
192280,0.002662,2.784399218269897
192780,0.0026632,2.8488276008573052
193280,0.0026644,2.9139827092323003
193780,0.0026656,2.9798642136831006
194280,0.0026668,3.046471785463922
194780,0.002668,3.113805096801997
195280,0.0026692,3.1818638209069547
195780,0.0026704,3.2506476319800015
196280,0.0026716,3.3201562052173017
196780,0.0026728,3.3903892168186474
197280,0.002674,3.4613463439907264
197780,0.0026752,3.533027264957809
198280,0.0026764,3.6054316589541884
198780,0.0026776,3.6785592062370256
199280,0.0026788,3.7524095880818606
199780,0.00268,3.826982486789859
200280,0.0026812,3.902277585678746
200780,0.0026824,3.978294569093407
201280,0.0026836,4.0550331223935245
201780,0.0026848,4.1324929319597175
202280,0.002686,4.210673685181263
202780,0.0026872,4.289575070460728
203280,0.0026884,4.3691967772003295
203780,0.0026896,4.449538495803409
204280,0.0026908,4.5305999176597425
204780,0.002692,4.612380735140476
205280,0.0026932,4.694880641587616
205780,0.0026944,4.778099331306407
206280,0.0026956000000000003,4.862036499550953
206780,0.0026968,4.94669184251245
207280,0.002698,5.032065057302503
207780,0.0026992,5.118155841945878
208280,0.0027004,5.204963895357764
208780,0.0027016,5.292488917329337
209280,0.0027028,5.380730608511101
209780,0.002704,5.469688670390326
210280,0.0027052,5.559362805275441
210780,0.0027064,5.649752716272758
211280,0.0027076,5.740858107259271
211780,0.0027088,5.832678682867311
212280,0.00271,5.925214148455069
212780,0.0027112,6.018464210079827
213280,0.0027124,6.11242857447445
213780,0.0027136,6.207106949014644
214280,0.0027148,6.3024990416938635
214780,0.002716,6.398604561088462
215280,0.0027172,6.4954232163293
215780,0.0027184,6.5929547170671015
216280,0.0027196,6.691198773435673
216780,0.0027208,6.790155096021181
217280,0.002722,6.889823395821821
217780,0.0027232000000000003,6.990203384209792
218280,0.0027244,7.091294772895168
218780,0.0027256,7.19309727387909
219280,0.0027268,7.295610599420655
219780,0.002728,7.398834461982318
220280,0.0027292,7.502768574197546
220780,0.0027304,7.607412648816506
221280,0.0027316,7.712766398663376
221780,0.0027328,7.818829536585611
222280,0.002734,7.925601775406193
222780,0.0027352,8.033082827870203
223280,0.0027364,8.141272406595931
223780,0.0027376,8.250170224019229
224280,0.0027388,8.359775992340758
224780,0.00274,8.470089423464685
225280,0.0027412,8.581110228947267
225780,0.0027424,8.692838119935033
226280,0.0027436,8.805272807105695
226780,0.0027448,8.91841400060514
227280,0.002746,9.032261409986774
227780,0.0027472,9.146814744145843
228280,0.0027484,9.26207371125588
228780,0.0027496,9.378038018698561
229280,0.0027508,9.49470737299967
229780,0.002752,9.612081479758302
230280,0.0027532,9.730160043572425
230780,0.0027544,9.848942767974563
231280,0.0027556,9.968429355350992
231780,0.0027568,10.088619506872504
232280,0.002758,10.209512922414262
232780,0.0027592,10.331109300481188
233280,0.0027604,10.453408338127986
233780,0.0027616,10.576409730880897
234280,0.0027628,10.700113172654767
234780,0.002764,10.82451835567079
235280,0.0027652,10.949624970373208
235780,0.0027664,11.075432705346657
236280,0.0027676000000000003,11.201941247224909
236780,0.0027688,11.32915028060475
237280,0.00277,11.457059487960635
237780,0.0027712,11.585668549548501
238280,0.0027724,11.714977143324887
238780,0.0027736,11.844984944837933
239280,0.0027748,11.97569162715024
239780,0.002776,12.107096860731758
240280,0.0027772,12.239200313370446
240780,0.0027784,12.372001650072406
241280,0.0027796,12.505500532962571
241780,0.0027808,12.639696621184271
242280,0.002782,12.77458957080114
242780,0.0027832,12.910179034693044
243280,0.0027844,13.046464662450717
243780,0.0027856,13.183446100274807
244280,0.0027868,13.321122990867906
244780,0.002788,13.459494973329981
245280,0.0027892,13.598561683048246
245780,0.0027904,13.738322751589664
246280,0.0027916,13.878777806589824
246780,0.0027928,14.019926471642293
247280,0.002794,14.161768366188
247780,0.0027952,14.30430310540126
248280,0.0027964,14.447530300075414
248780,0.0027976,14.591449556507996
249280,0.0027988,14.736060476386115
249780,0.0028,14.881362656666312
